Book Name,Author,Rating,Number of Reviews,Price,cleaned_description,Listening Time (minutes),Rank,Genre
My Story,Kamala Das,4.4,86,668,"my story is an autobiographical book written by indian author and poet kamala das also known as kamala surayya or madhavikutty. the book was originally published in malayalam, titled ente katha. the book evoked violent reactions of admiration and criticism among readers and critics. it remains to date the bestselling woman's autobiography in india.",551,895,Audible Audiobooks & Originals
"The Mark Of Athena: Heroes Of Olympus, Book 3",Rick Riordan,4.7,5165,888,the explosive third part in rick riordan's numberone series set in the world of percy jackson now available as an unabridged audio download. one fatal prophecy. seven brave demigods. a quest to find and close the door of death.,908,3,Unknown
The Secret: Teachers Recorded Live,Bob Proctor,4.5,319,1054,"now you can take lessons learned from the secret to the next level with hours of practical information recorded at soldout seminars. experience what thousands have described as the event of a lifetime in the comfort of your home, car, or anywhere you go, listening over and over. share the secret with your family, friends, and colleagues. this astonishing program includes all the resources you will ever need to understand and live the secret. now you will know and hear the secret. and it could change your life forever.",330,1,Self-Help
Sita: An Illustrated Retelling Of The Ramayana,Devdutt Pattanaik,4.5,626,1131,"sita an illustrated retelling of ramayana is an epic story based on the life of indias most admired prince rama and his wife sita. ramayana is a mythological story, which has been passed down for many generations. since ages, the character that is most emphasized has been that of rama, who has always been known to keep his word whatever be the circumstances. the role of sita has been generally overlooked in the past. sita, too, is a pivotal character. being a single mother, she went through many ups and downs all alone. still, she has often been portrayed as a frail and meek character.",813,1,Audible Audiobooks & Originals
India'S Most Haunted: Tales Of Terrifying Places,K. Hari Kumar,3.9,49,668,"there are places where the past lingers, making shapes in the moonlight and blowing in the curtains even as the air goes suddenly still. k. hari kumar, bestselling author of spinechilling horror fiction, brings you the terrifying tales of some of india's most haunted places including bhangarh fort, malabar hill's tower of silence and jammu and kashmir's notorious khooni nala. whether you listen to them at night or in daylight, these stories will remain with you long after you've heard the last minute.",506,526,Audible Audiobooks & Originals
"Erotica: 30 Hot Taboo Sex Stories: First Time, Family, Group, Man Of The House, Bisexual, Rough Older Men, Milf, And Other Erotic Sex Stories",Megan J. Martines,4.5,319,668,"this is a collection of 30 short, taboo, erotic stories from firsttime sex stories to group sex, lesbian sex, scintillating sex parties, family sex, threesomes, gangbangs, al and a lot more....",306,1,Audible Audiobooks & Originals
The Black Swan: The Impact Of The Highly Improbable,Nassim Nicholas Taleb,4.2,1836,938,"by completing your purchase you agree to audibles conditions of use, amazon's privacy notice and if applicable audible's recurring payment terms.",860,124,Audible Audiobooks & Originals
Devil'S Advocate: The Untold Story,Karan Thapar,4.4,163,668,"in this memoir, narrated in karan thapar's trademark incisive style, the author relates different stories from his life, from personal anecdotes about his childhood, college days and marriage to his encounters with various wellknown personalities in the course of anchoring his tv shows.",447,1,Audible Audiobooks & Originals
Alchemy: The Surprising Power Of Ideas That Don'T Make Sense,Rory Sutherland,4.6,254,683,"random house presents the audiobook edition of alchemy the surprising power of ideas that don't make sense, written by rory sutherland.",578,658,Audible Audiobooks & Originals
Normal People,Sally Rooney,4.3,7324,645,winner of the specsavers international author of the year 2018 winner of the costa best novel award 2018,456,1,Audible Audiobooks & Originals
Caste Matters,Suraj Yengde,4.6,93,879,"in this explosive book, suraj yengde, a firstgeneration dalit scholar educated across continents, challenges deepseated beliefs about caste and unpacks its many layers. he describes his gutwrenching experiences of growing up in a dalit basti, the multiple humiliations suffered by dalits on a daily basis, and their incredible resilience enabled by love and humour. as he brings to light the immovable glass ceiling that exists for dalits even in politics, bureaucracy, and judiciary, yengde provides an unflinchingly honest account of divisions within the dalit community itself from their internal caste divisions to the conduct of elite dalits and their tokenized forms of modernday untouchability all operating under the inescapable influences of brahminical doctrines.",672,283,Audible Audiobooks & Originals
Ravindra Nath Tagore Ki Lokpriya Kahaniyan [Popular Stories Of Ravindra Nath Tagore],Ravindra Nath,4.2,37,668,"this is a collection of stories written by the world famous writer rabindranath tagore. this collection includes stories such as goongi, prem ka mulya and nayi roshini.",325,213,Audible Audiobooks & Originals
"Wake Up, Life Is Calling",Preeti Shenoy,4.5,1028,668,"ankita has fought a mental disorder, been through hell and survived two suicide attempts. now in mumbai, surrounded by her loving and supportive parents, everything seems idyllic. she is not on medication. she is in a college she loves, studying her dream subject creative writing. she has made friends with the bubbly parul and the glamourous janki. at last leading a normal life, she immerses herself in every bit of it the classes, her friends, her course and all the carefree fun of college.",521,410,Audible Audiobooks & Originals
"The Son Of Neptune: The Heroes Of Olympus, Book 2",Rick Riordan,4.7,3451,888,"penguin presents, this downloadable, unabridged audiobook edition of the second title in this number one, bestselling spinoff series from percy jackson creator, rick riordan. this crazy messed up world of gods and monsters is percy jackson's reality, which pretty much sucks for him. percy jackson, son of poseidon, god of the sea, has woken from a very deep sleep and come face to face with two snakehaired ladies who refuse to die.",808,3,Unknown
Mann Ke Chamtkar [Miracles Of Your Mind],Dr. Joseph Murphy,4.1,114,233," , i , , i , i",122,1,Audible Audiobooks & Originals
"Declutter Your Mind: How To Stop Worrying, Relieve Anxiety, And Eliminate Negative Thinking",S.J. Scott,4.4,968,501,"feel overwhelmed by your thoughts? struggling with anxiety about your daily tasks? or do you want to stop worrying about life? the truth is we all experience the occasional negative thought. but if you always feel overwhelmed, then you need to closely examine how these thoughts are negatively impacting your lifestyle.",196,941,Audible Audiobooks & Originals
Discover Your Destiny (Hindi): With The Monk Who Sold His Ferrari,Robin Sharma,4.2,28,668,"like the four other bestselling books that fueled the worldwide monk who sold his ferrari phenomenon, discover your destiny is written as a rich and rewarding fable. listeners are introduced to dar sanderson, a 43yearold human resources manager who has a good job, a nice home, and a steady income.",599,1,Self-Help
The Prodigal Daughter,Jeffrey Archer,4.5,319,323,"from the world's biggest selling author, comes this thrilling story. the magnificent saga of kane and abel continues. hers was the ultimate ambition...",875,3,Unknown
The Testaments,Margaret Atwood,4.6,10560,1093,winner of the booker prize 2019 the british book awards audiobook of the year 2020,798,1,Audible Audiobooks & Originals
The Psychology Book: Big Ideas Simply Explained,Dk,4.6,1050,1256,"explore the history, theories, and concepts of psychology through more than 100 groundbreaking ideas presented in an approachable style that demystifies an often daunting subject matter.",960,581,Audible Audiobooks & Originals
The Perfect Swing,James Mcgirk,4.5,319,0,"hear singer, songwriter, and actor nick jonas lend his voice to the history of one of his favorite subjects baseball.",37,60,Audible Audiobooks & Originals
The Man Who Mistook His Wife For A Hat,Oliver Sacks,4.5,1698,323,"with an introduction by will self. a classic work of psychology, this international best seller provides a groundbreaking insight into the human mind.",573,1,Audible Audiobooks & Originals
Poonachi: Or The Story Of A Black Goat,Perumal Murugan,4.6,310,501,"through a seeming act of providence, an old couple receives a dayold female goat kid as a gift from the cosmos. thus begins the story of poonachi, the little orphan goat.",298,1,Audible Audiobooks & Originals
